,userid,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,score,class
0,019acd030e0cdf674dda03e2a8ca4369,1,81,15,0,0,0,14,0,95,0,0,19,1,2,2,0,3321,2,159,0,109,1584,0,0,0,0,70,h
1,01ea38c4c3cc5fba869732fc641ca884,7,354,36,1,0,2,22,1,211,1,4,20,2,2,0,2,2209,1,256,0,67,750,0,1,0,2,80,a
2,023c88ec58c8cf0abcfbcea4166793ad,1,61,25,0,0,0,9,0,290,0,1,18,1,2,0,0,3707,1,325,0,7,1275,0,0,0,0,90,a
3,02d679ad650962b6ae8bf8adbeeb33c1,4,188,28,8,0,4,25,0,38,0,2,50,6,0,0,15,1413,0,138,0,40,788,0,0,0,0,56,c
4,0307ea84b89fceab3b507fec1900ce7e,43,464,48,1,0,116,214,0,335,0,32,95,7,4,0,2,5582,1,415,0,80,2771,0,0,0,1,80,b
5,040813ab33e45cc57c5b3c2a3a5e5ff1,0,0,7,0,0,0,2,0,8,0,0,0,0,0,0,1,699,0,27,0,5,362,0,0,0,0,99,e
6,07376c0e999c285d498c430418059de0,2,256,10,0,0,0,6,0,87,0,2,18,0,1,0,0,4439,0,143,0,16,2041,0,0,0,0,92,g
7,073d9c6171c02b4950a92af80a126c61,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1585,0,54,0,0,773,0,0,0,0,94,i
8,096db99c63cfb79a7998e1ef5cea6210,3,512,52,0,0,0,42,0,135,0,3,113,0,2,0,8,5452,2,177,0,42,2403,0,0,0,0,88,d
9,09ba91c82c963c28dbdafc23fc49306c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,296,0,13,0,0,76,0,0,0,0,88,i
10,0a0d2654f29124f545c8828e61b12cd8,0,402,101,0,0,0,288,0,114,0,0,22,4,1,0,217,3182,1,156,0,37,929,0,1,0,0,85,h
11,0a715a568a054d7996fcbcbf17b36551,1,96,28,14,0,0,7,0,90,0,1,1,2,1,0,2,1550,0,121,0,5,680,0,0,0,0,93,b
12,0b3a294979dcf78575cf31420b0b8472,2,162,16,0,0,0,51,0,95,0,2,0,0,0,0,0,3986,0,123,0,179,1638,0,1,0,0,88,e
13,0b6c3afa086c5e03a24665aa75a7a0f5,1,7,11,3,0,0,1,0,100,0,1,2,0,0,0,0,2560,0,167,0,300,1162,0,62,41,2,83,f
14,0c7b9053af0850d3eaa8b61de50a26cd,0,336,46,1,0,0,49,0,202,0,0,36,2,0,0,40,2974,0,243,0,6,1131,0,1,0,0,85,c
15,0c8d0ef893b959645a22337ac64f4a4b,2,156,16,0,0,0,40,0,52,0,2,9,0,1,0,0,2249,2,71,0,41,958,0,0,0,0,93,e
16,0c954a3dd67f4cddc79bc2c80479b302,1,2,8,0,0,0,2,0,43,0,1,2,2,2,0,0,2673,0,77,0,0,1387,0,0,0,0,89,d
17,0cebfa477ed3e2e0c5a3f9aa96c23698,2,282,89,2,0,0,140,0,354,0,1,11,39,1,0,0,5242,1,419,0,215,2601,0,0,0,0,98,b
18,0ddd40d6312d4bdc3589bea15c47afa9,1,165,41,0,0,0,14,0,60,0,1,24,1,0,0,0,2110,0,91,0,31,595,0,3,0,0,90,g
19,0e8da60a1c7cb606d66ab0b146c3f75e,1,259,12,0,0,0,54,0,49,0,1,13,0,0,0,0,2631,0,77,0,94,1421,0,0,0,0,93,h
20,0eba5c6f653c53f97868dd5471c75fec,0,279,25,11,0,0,127,0,62,0,0,22,0,0,0,0,2835,0,114,0,326,1462,0,47,22,11,85,e
21,0f13d7b14350b9c24f5c0bfe4956c785,1,2,15,0,0,0,15,0,325,0,1,0,0,0,0,0,4173,0,344,0,35,1890,0,0,0,0,54,a
22,0fe24eff6b222121fd0670b07701b47f,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,2373,0,70,0,0,1182,0,0,0,0,79,i
23,1118b08984a9b7a37eb23b5c73526435,1,160,28,0,0,0,11,0,314,0,1,0,0,2,0,0,3445,2,348,0,8,1089,0,0,0,0,57,a
24,129ddde18a68ca2abcdc3dfed2193e8d,0,0,24,0,0,0,2,0,31,0,0,0,0,0,0,0,1391,0,55,0,18,514,0,0,0,0,90,d
25,12b9eba1adfb80bb4900d0f664d64729,0,154,9,0,0,0,7,0,45,0,0,6,0,0,0,0,1937,0,81,0,57,810,0,1,0,0,55,g
26,1361825bdeb54e5153e74389df8a2a10,6,248,32,0,0,1,14,0,119,0,2,0,0,4,0,0,4072,11,338,0,25,1253,0,0,0,0,64,b
27,139af8123e827b0b9d40871506216b7d,1,44,12,0,0,1,4,0,69,0,1,9,1,12,0,0,1282,12,99,0,23,597,0,0,0,0,50,b
28,144fccb05749ac0244f7afff39d9e3b2,0,223,31,48,0,0,5,0,88,0,0,7,6,1,0,2,881,2,94,0,12,219,0,0,0,6,1,a
29,14b40d138fb0d1e6d76b43d55611401a,5,205,27,0,0,2,65,0,125,0,4,79,0,1,0,23,6191,2,238,0,2,2638,0,0,0,0,95,g
30,1630c55eec4343fb75fc221bf1f4b242,27,191,15,1,0,29,13,1,107,0,5,33,0,2,0,0,4160,2,206,0,124,2172,0,0,0,0,71,h
31,1635c1bba7b734d85d12d005e5ef67a9,0,0,1,0,0,0,0,0,128,0,0,0,0,0,0,0,4271,0,173,0,64,1372,0,0,0,0,89,f
32,1709360f7444dc5b0f2a0b119abde6ff,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,316,0,26,0,1,40,0,0,0,0,87,i
33,17ac65262c741925139b8dfc7f1f62a2,1,116,28,0,0,0,159,0,96,0,1,6,1,0,0,0,4087,0,147,0,468,1375,0,0,0,0,83,e
34,17f673589ec8b446eba3afcec093eaae,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1081,0,49,0,22,397,0,0,0,0,92,i
35,19056c5976e9a570a9d075ffd241dc8c,0,298,22,4,0,0,105,0,167,0,0,21,5,0,0,10,3896,0,211,0,195,1655,0,0,0,0,99,d
36,190c72d0581c50403c4cc49a83c55e38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,3,0,1,6,0,0,0,0,88,i
37,191ea163dc12fe1cb4c8397bd48f18aa,1,226,12,0,0,0,63,0,60,0,1,5,0,3,0,1,5456,3,212,0,1,1871,0,0,0,0,59,f
38,191ffacebb44617ca8aea3e6c037a174,59,487,83,0,0,108,75,0,89,0,56,37,0,0,0,0,2754,0,142,0,93,755,0,0,0,0,85,e
39,193d4fd1d794b5f85e8d69d85318f053,4,91,17,0,0,3,21,0,47,0,0,3,0,3,0,0,2908,0,87,0,43,1485,0,0,0,0,94,d
40,19ecb8185a0cef5d3d87a5d5d89fb1d1,1,42,14,0,0,0,11,0,32,0,1,2,0,0,0,0,1726,0,61,0,0,854,0,0,0,0,97,g
41,1a0c76d043eeff7842f46b9583570a50,0,105,9,0,0,0,25,0,97,0,0,12,0,2,0,0,3119,1,182,0,54,1246,0,0,0,0,84,f
42,1a4977f2c023d54df540f8759f4f8f58,1,6,0,0,0,0,0,0,23,0,1,0,0,1,9,0,1764,0,45,0,12,937,0,0,0,0,59,i
43,1c02d1251745ecc48f8f030515642e91,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,68,0,4,0,0,6,0,0,0,0,91,i
44,1d2c0e7352e53eb88c848782f26c92f0,1,398,36,123,0,0,86,0,56,0,1,30,2,2,0,59,1651,0,78,0,225,806,0,0,0,2,96,e
45,1d6a9b03150137d40a4b024518aa0fa6,2,418,43,0,0,0,25,0,350,0,1,30,0,0,0,0,4744,0,453,0,7,1752,0,0,0,0,85,c
46,1db6ebb525935f200caf47437ace60f8,3,81,9,0,0,1,8,0,34,0,2,10,0,0,0,0,1454,0,63,0,168,491,0,0,0,0,97,e
47,1dd65234f0f76c3d25a7006b1ff2c58d,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,604,0,36,0,2,117,0,0,0,0,85,i
48,1e342325849367478c72fcded1149c65,0,33,5,0,0,0,0,0,91,0,0,2,0,0,0,4,3476,0,137,0,0,1315,0,22,3,0,88,f
49,1e80259d66ac42f16f3fb370f0556565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,0,5,0,0,46,0,0,0,0,89,i
50,1eb5b71d6620d30f2768219e6ff0b654,1,107,16,0,0,0,26,0,16,0,1,0,0,0,0,0,4464,0,95,0,71,3041,0,0,0,0,77,e
51,1fff0ba6d2232da26a63b94d1450219e,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,715,0,42,0,4,110,0,0,0,0,74,i
52,211e56f630ac8bf04d3a499793850c8c,2,191,13,0,0,0,13,0,27,0,2,0,1,0,0,9,2211,0,59,0,5,1134,0,0,0,0,90,d
53,213537eee9b97f1b39970a8d5cdce00c,10,205,35,0,0,1,82,0,42,0,5,34,20,0,0,0,2127,2,78,0,33,1204,0,0,0,0,79,g
54,21b5ad58ee31f6e6e5fc4ee9fbab05a7,1,145,18,1,0,0,9,0,23,0,0,11,2,0,0,6,801,0,62,0,136,307,0,7,6,1,97,g
55,21d6eeef1f07ede3e997f411dcc460cf,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1632,0,44,0,13,1073,0,0,0,0,79,i
56,23114d14f08b7257e7a41b60d950c808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,87,i
57,234c16857c59d7cade139c6457200b6a,2,315,23,1,0,0,24,0,140,0,1,36,0,1,0,0,3838,1,187,0,208,1268,0,0,0,0,86,d
58,2360852fcfec3ce90c573151f24adfd1,0,120,22,0,0,0,7,0,57,0,0,12,1,2,0,0,3909,2,140,0,4,1870,0,0,0,0,91,g
59,23ace5d14495a578b82e4f9fa8ef81da,3,3,9,0,0,0,3,0,20,1,2,0,0,1,0,0,2829,0,119,0,69,1306,0,0,0,0,84,h
60,242e09e4d36eb66ae0c4052776d60007,2,37,9,0,0,0,6,0,133,0,2,0,0,0,0,2,1581,0,169,0,1,354,0,0,0,0,70,a
61,24a1744abbe3da9245edc12c9e39951e,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,1417,0,90,0,4,621,0,0,0,0,6,d
62,25530cbca34fd5b1afc5a985147c66e1,3,2,9,0,0,0,5,0,23,0,2,0,0,0,0,0,1356,1,48,0,25,629,0,0,0,0,86,d
63,26a7d7505f05ed71817e2afec0b8d957,1,126,4,0,0,0,3,0,51,0,1,2,0,15,0,0,2047,7,68,0,6,889,0,0,0,0,88,g
64,27c8f93d752f0222aa211e0691cebee4,1,283,37,0,0,0,17,0,177,1,1,71,2,5,0,0,5625,0,437,0,13,2011,0,0,0,0,91,b
65,27f3a3f271f518b9c7da33cadad46b62,1,113,13,0,0,0,7,0,65,0,1,2,1,0,0,0,2600,0,109,0,27,872,0,22,10,0,72,e
66,291a6ecd1a6e4a45fcb3f02c1cdcdf59,0,157,29,0,0,0,26,0,137,0,0,0,5,4,0,0,1970,0,175,0,36,701,0,0,0,0,73,b
67,29433cda6d3a833f12f2801419261787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,0,6,0,2,31,0,0,0,0,93,i
68,2979bd5d5a584c2aa70f4a434412bc2b,7,310,32,36,0,2,14,0,205,0,7,49,3,7,0,0,3233,9,245,0,52,1376,0,0,0,0,85,b
69,2984b3dc3fbbdcd35ebe764dc30ca331,4,94,12,0,0,0,7,0,141,0,4,8,0,4,0,0,5146,1,167,0,24,2109,0,1,1,0,94,g
70,2ae49c0d134fd71043f019270ca2d194,1,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,475,0,30,0,3,124,0,1,0,0,75,i
71,2aebc6de3f2abaa9253dfc7810b773d4,1,47,6,0,0,0,1,0,149,0,1,4,0,1,0,0,5479,0,208,0,23,2575,0,0,0,0,95,f
72,2b2a0982179d48f1e8630edb15558915,2,91,17,2,0,0,9,0,71,0,2,51,0,0,0,3,2957,0,100,0,110,1523,0,0,0,0,95,d
73,2b97c9030419d71a80f02260364b213d,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,811,0,27,0,2,292,0,0,0,0,93,i
74,2b9c05028e9f87bb21b1305bf3208d7a,2,84,15,0,0,0,18,0,87,0,2,34,0,1,0,0,2836,0,144,0,286,1241,0,0,0,0,36,h
75,2bd3b13fa417ca0970aa75e44af86549,0,289,26,22,0,0,27,1,124,0,0,9,5,0,0,0,2359,0,152,0,36,1365,0,0,0,20,89,b
76,2c3ddf635d4e6b935ca721f75d554c3a,8,46,10,0,0,1,5,0,286,0,7,0,2,5,0,0,3126,7,295,0,15,1081,0,0,0,0,54,a
77,2c7048946097aef5bc1b96cc53585489,5,168,21,0,0,0,12,0,51,0,0,18,1,0,0,0,3264,0,110,0,8,1599,0,0,0,0,96,g
78,2ce542d10444443251e44a3a6dec6eb4,0,259,53,0,0,0,48,0,85,0,0,32,3,0,0,0,2601,3,133,0,61,1034,0,1,1,0,96,g
79,2e0b2a391b267f0bad149cdd4fde7c77,0,0,13,0,0,0,5,0,45,0,0,0,0,1,0,0,2371,3,81,0,7,1431,0,0,0,0,71,d
80,2e57aed1be114863687f2f67596c8314,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,92,0,4,0,2,37,0,0,0,0,91,i
81,2efc0a548e80acbcaf2cfb9804e2faa3,0,211,9,0,0,0,15,0,115,0,0,19,0,2,0,0,4652,0,171,0,91,1662,0,0,0,0,87,f
82,2f1874689ae0435900a2d6ec49c40ee8,2,553,38,0,0,0,47,0,199,0,2,99,1,0,0,3,3359,1,232,0,9,1526,0,0,0,0,93,a
83,3017f8db51adce97836bfbd2a5e76bc4,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,217,0,29,0,0,38,0,0,0,0,29,a
84,3182e0e980aee2da0dd8bc39cf3b59bb,1,371,23,38,0,0,35,0,88,0,1,31,2,1,0,1,3214,0,137,0,154,1451,0,0,0,2,92,e
85,320c71e05fde5152c26575798bfeb953,0,849,66,14,0,0,102,1,132,1,0,84,5,6,0,12,4213,1,334,0,108,1361,0,1,0,11,84,c
86,321fe53fdc9f70e4d17930e03cbd49e7,1,543,33,2,0,0,21,0,237,0,1,91,6,1,0,0,3687,0,304,0,22,1541,0,0,0,0,72,c
87,322a862b781ff2646b133939b63a9749,1,241,12,0,0,0,14,0,55,0,1,14,0,3,0,0,2381,0,90,0,52,1191,0,0,0,0,88,e
88,32c80c75336cc683500640c7f85a8a6f,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,38,0,11,0,1,13,0,0,0,0,84,i
89,32e7400bb54ff66588587d2f2b1b22c2,4,35,26,1,0,0,14,0,216,0,4,7,1,1,0,12,3017,0,261,0,1,706,0,0,0,1,81,c
90,332e2b3bf266252104e12c111fa74129,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,481,0,27,0,2,90,0,0,0,0,94,i
91,33387545d6a3c0ee607abff19b75abc7,5,13,7,8,0,0,5,3,35,0,5,0,2,2,0,0,1493,1,48,0,44,927,0,0,0,0,81,g
92,334ae80553d0d9888c59436a747e6435,3,271,33,0,0,0,31,0,59,0,3,39,4,0,0,0,3030,0,109,0,34,1421,0,0,0,0,87,g
93,33fe133f30a5f6f14bb08aabd4114d92,119,521,29,4,0,230,15,0,146,0,15,41,3,0,0,0,1289,2,166,0,5,313,0,4,0,0,19,c
94,34024522c588638da7de356d1b3129a7,1,197,35,0,0,0,41,0,56,0,1,0,1,1,0,0,2313,1,112,0,148,772,0,0,0,0,83,d
95,34a57f4705fa2af6bfc354453ff4f432,1,23,5,2,0,0,2,0,73,2,1,8,0,1,0,0,2560,0,134,0,20,1075,0,0,0,0,58,h
96,34c778c98ed41d6cd2a37c5145033c4a,0,149,13,0,0,0,11,0,104,0,0,11,0,0,0,0,4669,0,147,0,20,2131,0,0,0,0,77,f
97,34e2474882ae68809e1879c9c62b56c1,1,6,0,0,0,0,0,0,4,0,0,5,0,0,0,0,268,0,13,0,6,142,0,0,0,0,88,i
98,3506a385cc8998c5e90fe1fbd922764b,2,188,61,0,0,1,64,0,214,0,2,1,3,80,0,16,4161,40,367,0,22,1580,0,0,0,0,79,a
99,35b2c5e191dd8ae5b79c9c57c6be2345,0,65,7,0,0,0,12,0,53,0,0,5,0,0,0,0,2543,1,90,0,5,1034,0,0,0,0,79,h
100,35b551a830ef9b78aed0c2d2cefdc9bd,0,217,16,0,0,0,1,0,114,0,0,0,1,1,0,0,4998,0,151,0,3,2699,0,0,0,0,86,h
101,36ec508b9810ba3826cc8b28d311c0db,1,174,22,0,0,0,38,0,61,0,1,6,0,1,0,0,2535,1,127,0,299,1105,0,0,0,0,87,e
102,3723be496725be52bc640fd39aea51e6,1,249,25,0,0,0,28,0,202,0,1,11,0,1,0,2,4020,0,274,0,22,1725,0,0,0,0,82,c
103,3750e5317d2967d407e66236ad3b7ab5,12,460,28,0,0,14,43,0,147,0,3,25,0,2,0,0,2364,1,186,0,1,1083,0,0,0,0,90,c
104,379bbc4c2c728db0a249e8c4e6b621af,4,229,43,3,0,0,22,0,115,0,3,11,6,1,0,9,1361,1,142,0,1,360,0,0,0,0,94,b
105,37a4d961d56080ce5df3bb833569dd48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,200,0,8,0,0,25,0,0,0,0,90,i
106,38072b9ea3fd99917b417c1ee712de83,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,2141,0,69,0,18,825,0,0,0,0,93,d
107,399f141b63f3243b2064b321ed2b6e6b,0,151,17,0,0,0,9,0,74,0,0,0,1,0,0,0,2985,0,123,0,35,788,0,0,0,0,60,f
108,39f9ba1fb9fbfa06a705de5ad8640b26,0,200,11,0,0,0,0,0,14,0,0,0,0,0,0,0,553,0,20,0,8,246,0,0,0,0,89,h
109,3a22f3f504806fdd36a7fac58730993b,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,396,0,22,0,7,55,0,0,0,0,80,i
110,3b0eb61092b3584e95a46d808df0f37a,1,69,14,0,0,0,17,0,70,0,1,12,1,2,0,0,2288,2,96,0,116,1356,0,0,0,0,80,h
111,3b2d1d0d7c1f8bdb73bdfc45bf3cabeb,2,235,51,1,0,0,53,0,147,0,2,33,5,0,0,15,3767,0,198,0,497,1748,0,0,0,1,63,f
112,3c901ee1b1c251b98b0cc28351b031da,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,1,0,2,51,0,0,0,0,93,i
113,3d2fd5b219300a9aee7b21887a24c539,0,26,25,95,0,0,14,2,144,1,0,0,0,1,0,0,1306,0,196,0,116,312,0,0,0,1,87,c
114,3d3f111deae5ea10f58b056cfbe83a70,2,27,26,0,0,0,32,0,137,0,2,9,3,1,0,0,2269,0,195,0,2,1147,0,0,0,0,89,a
115,3d460d9f6feb1d3f9e142cd844343e0b,0,45,10,0,0,0,1,0,39,0,0,7,0,0,0,0,1934,0,68,0,233,1043,0,0,0,0,87,d
116,3d606cd38291c1e5941bc1c37f84f216,8,393,37,0,0,10,30,0,116,2,0,11,0,2,0,0,3490,0,290,0,73,1305,0,0,0,0,89,b
117,3e018e2078fe88dfd6c8c52bf425cfc3,0,207,28,15,0,0,16,0,92,0,0,18,3,3,0,2,3491,0,159,0,68,1387,0,0,0,2,91,g
118,3e2eb97636481fc88a08eebda8a00eb5,6,89,13,0,0,15,18,0,57,0,3,19,0,2,0,12,2009,0,83,0,60,1037,0,0,0,0,88,e
119,3e5fd8ec3f352d90ff3906ae403ebeac,1,416,37,0,0,0,25,0,228,0,0,28,2,2,0,0,4269,0,352,0,6,1591,0,0,0,0,85,c
120,3e7fcab5c8f636064e5b25c6abacb4bf,0,139,10,0,0,0,7,0,64,0,0,0,0,0,0,0,3552,0,103,0,365,1114,0,0,0,0,90,d
121,3ead9c8ef29b27dae0a4e1ba00b0ef75,0,0,9,0,0,0,17,0,52,0,0,0,0,0,0,0,2707,0,111,0,42,1132,0,0,0,0,84,h
122,3ffc472463f45e721eba888c571801f9,3,0,6,0,0,0,0,0,55,0,3,0,0,0,0,0,2695,0,123,0,25,1128,0,1,0,0,74,d
123,40d8fee83265845908ddfdb3727e77e9,2,258,29,7,0,0,28,0,165,0,2,20,4,0,0,0,2621,0,200,0,1,1035,0,0,0,6,82,a
124,40f27a4dabdb5fb5ad180b6d8b35f603,0,91,25,0,0,0,4,0,73,0,0,6,1,0,0,0,2729,0,114,0,52,1108,0,0,0,0,80,h
125,41364796890f9cffd068307dbdff9559,0,96,12,0,0,0,1,0,124,0,0,2,1,2,0,0,3644,0,176,0,37,1103,0,0,0,0,91,g
126,418ac27bd5c9fb20edd1e680005f4c92,55,83,15,1,0,43,2,0,50,0,5,13,1,2,0,1,2432,1,103,0,32,1372,0,0,0,1,90,e
127,41ec69e13985861a5b014318f13ab1e1,2,51,11,0,0,0,15,0,96,0,2,10,0,2,0,0,1464,4,109,0,6,698,0,0,0,0,27,b
128,43614526a6c8258926cdad20e022d95b,1,94,13,0,0,0,5,0,40,2,1,4,1,0,0,0,2565,0,69,0,28,1341,0,0,0,0,93,d
129,43f0e2e3fc7691c51613758e2b65928e,97,556,62,0,0,667,149,0,612,1,14,53,8,3,0,0,8549,2,779,0,135,3256,0,1,0,0,83,b
130,447479f2c66040046a9b32ccfbaae127,0,292,15,1,0,0,6,0,70,0,0,29,1,0,0,1,2507,0,87,0,23,1225,0,0,0,1,92,f
131,45063773a71d0b796ce10ee5e20473ae,0,206,17,0,0,0,25,0,51,0,0,14,0,0,0,0,2328,1,68,0,43,1528,0,0,0,0,90,e
132,4524e704e7373c5dfc78a24d105a70c8,3,196,11,0,0,0,1,0,49,1,3,34,1,1,0,0,2564,1,140,0,27,787,0,0,0,0,59,g
133,455e27cf14b6a2fd101b624fbdb8b22a,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,382,1,21,0,44,173,0,0,0,0,65,i
134,468ef38d4daef73281670aa0a8110a1a,0,58,14,0,0,0,6,0,75,0,0,2,3,0,0,0,1482,1,100,0,139,699,0,0,0,1,95,h
135,479e88f02385c56f386d07d59f02a3b2,2,257,26,3,0,0,17,0,122,1,1,20,1,1,0,0,5037,2,426,0,15,1535,0,0,0,0,67,b
136,481c56986ebae62c870b0da9bbafc5c6,4,221,59,2,0,0,86,0,149,0,2,52,10,11,0,1,2356,1,222,0,173,1094,0,5,1,0,84,b
137,48245f5393e9819cc5465f00ad214e1b,0,13,9,0,0,0,9,0,34,0,0,0,1,0,0,0,1280,0,51,0,14,776,0,0,0,0,83,d
138,48efb9df6a690a465b3f278c5a9d895a,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,116,0,7,0,1,40,0,0,0,0,64,i
139,49135199bfc3943f78910386dabcd423,2,37,7,0,0,0,8,0,35,0,2,2,1,0,0,0,2141,0,63,0,0,1125,0,2,0,0,82,h
140,4a0b194c35027203f99e2d2c7e7b6213,2,82,20,2,0,0,10,1,94,0,2,7,0,1,0,1,2513,1,154,0,461,1491,0,0,0,2,89,h
141,4c2a6bec22f436e1b14bbefa24443b4d,6,354,45,7,0,4,30,0,192,0,6,27,6,7,0,0,2458,0,204,0,45,856,0,2,0,0,87,b
142,4c6b7373fb77be2393d265e4abdae89c,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,442,0,25,0,0,125,0,0,0,0,86,i
143,4d40e87341d46284a12c9c71a11d7416,21,350,35,0,0,39,19,0,35,0,4,44,1,0,0,0,1598,0,87,0,50,521,0,0,0,0,89,e
144,4ddf5f5db7e19cc17b603ce8e8ff351f,3,79,6,0,0,3,2,0,43,0,2,6,0,2,0,0,1946,1,92,0,18,854,0,0,0,0,49,g
145,4e3519d7eafbfccdae231756fcf2ce9c,20,248,33,0,0,24,35,0,388,0,4,15,1,2,0,5,5971,0,417,0,5,2439,0,0,0,0,72,b
146,4e4fc034dea12369dc5de555ad478a07,1,169,23,0,0,0,20,0,92,0,1,21,2,1,0,0,1657,1,121,0,35,685,0,0,0,0,88,c
147,4f25425fdbeff3e6ce39ffa4d4a3cb0b,3,25,6,1,0,0,5,0,14,0,3,7,0,0,0,0,1581,0,39,0,56,1004,0,0,0,0,3,f
148,4f7edf8af873ccef5e94647cdafcfc1a,3,156,8,0,0,0,7,0,88,0,2,5,0,0,0,0,2993,2,116,0,49,1085,0,0,0,0,89,f
149,4f9f1b81a07e3a192853ab1099a68fca,4,330,29,0,0,2,84,0,250,0,4,14,0,1,0,0,3620,0,299,0,30,1499,0,1,0,0,75,b
150,50833fc4f0545d915ee06bed8670743e,1,272,16,16,0,0,30,7,23,0,0,15,0,2,0,0,1589,1,38,0,40,915,0,0,0,8,97,e
151,5104564f160fb05b4b79bbdb09c03c4f,45,161,20,0,0,207,94,0,145,0,2,7,1,0,0,0,1659,0,161,0,11,642,0,0,0,0,82,c
152,52a83b516a01c8cefdb16bd3acb4b844,6,454,98,186,0,2,100,0,373,0,2,51,4,2,0,25,4224,5,439,0,234,1493,0,0,0,21,76,a
