,userid,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,score,class
153,52de7db1d670939f4381ac9c9e0e4f38,0,82,17,0,0,0,5,0,97,0,0,0,0,3,0,0,2005,2,142,0,3,901,0,0,0,0,42,c
154,54498f8e48600f40ca2133145cbfa82d,0,0,7,0,0,0,7,0,58,0,0,0,0,2,0,0,2229,0,102,0,318,1372,0,58,8,0,90,h
155,54567468563c6a69b904009f853118fb,3,260,33,6,0,0,32,0,73,0,1,29,5,0,0,0,1018,0,133,0,7,449,0,1,0,3,28,a
156,54d44e0b20ba9c619cb578342b977e6d,1,246,16,0,0,0,24,0,16,2,0,0,1,0,0,0,3581,0,113,0,53,1578,0,1,1,0,47,e
157,5594425402daa5d17ba4a9043c1d8ff6,0,48,2,0,0,0,0,0,88,0,0,7,0,0,0,0,3641,0,113,0,7,1966,0,66,19,0,77,f
158,559d8cca791d0ad9ac79d4d309d9c7c3,0,72,22,24,0,0,38,1,64,0,0,7,1,0,0,0,2646,1,88,0,128,1433,0,0,0,3,94,d
159,56b78bc935664e23f56f1874e13723b3,18,140,21,2,0,42,40,0,88,0,3,20,2,1,0,0,3192,0,152,0,321,1803,0,0,0,0,78,e
160,5747bb8136dcd0aa25e8f7763827db11,1,619,28,0,0,0,90,0,173,0,1,66,5,0,0,0,4015,0,210,0,190,1441,0,0,0,0,94,g
161,57483c35960636ab6f59e094db74ce29,1,1,0,0,0,0,0,0,9,0,1,1,0,0,0,0,364,0,15,0,8,123,0,4,1,0,78,i
162,579c29c5407ed999b692374653d25a61,0,94,20,9,0,0,4,0,116,0,0,4,1,2,0,0,1504,0,156,0,0,421,0,0,0,0,79,c
163,583a1a1d23dd38fb3b705b1aaaf242de,1,204,22,0,0,0,103,0,51,0,1,14,2,0,0,0,2553,0,80,0,207,1597,0,0,0,0,92,h
164,596b466b63d92244aee713b6525cb072,1,62,7,3,0,0,3,0,82,1,1,16,2,1,0,14,2565,0,120,0,47,890,0,1,0,1,80,f
165,59c47412160b9f60a91c8ab957834434,3,67,1,0,0,0,2,0,61,0,3,1,0,6,0,0,3230,0,113,0,11,1181,0,0,0,0,90,g
166,59d4d32d1adaab3ed5ecbf5ca9d728ca,0,0,24,0,0,0,5,1,77,0,0,0,1,0,0,0,1576,0,136,0,5,648,0,0,0,0,82,c
167,59e6368a8342e3611348ed0e93ceddb1,1,10,1,0,0,0,1,0,5,0,1,0,0,0,0,0,735,0,47,0,83,361,0,286,19,0,85,f
168,5ac5a04da0dc8e5109e9e47cc9a8ecdd,0,188,32,0,0,0,31,0,162,0,0,1,2,1,0,0,1997,0,179,0,14,766,0,0,0,0,65,a
169,5b373a0324f7b1b8fa64327bb1387573,0,0,3,0,0,0,0,0,57,0,0,0,0,0,0,0,2207,0,91,0,4,993,0,0,0,0,79,h
170,5b6ff8974f7849c3295a0e4b40f544ab,0,0,16,0,0,0,38,0,77,0,0,0,0,0,0,0,2000,0,90,0,108,536,0,0,0,0,99,e
171,5c7fc46ea1bae8f3d458fcc79e7e46ef,5,190,12,0,0,0,5,0,28,0,0,13,0,1,1,0,2205,0,65,0,8,1073,0,0,0,0,97,i
172,5d20a81770f1e612983ec19e70ecc9a3,2,264,10,0,0,0,2,0,78,0,2,15,0,0,0,0,3239,0,133,0,29,1131,0,0,0,0,92,h
173,5d516333cdc7ae4c351ffc05ed50c416,2,118,9,1,0,0,8,0,94,0,2,9,0,0,0,0,3039,0,123,0,125,1282,0,0,0,0,78,h
174,5d83718570cad6c421fc5c9e9b80159e,6,389,24,0,0,0,26,0,170,0,3,2,0,0,0,0,2850,0,225,0,15,1412,0,0,0,0,82,c
175,5f1981994e777f8d76c45df9adfc8662,1,434,35,101,0,1,10,4,108,0,1,63,4,7,0,7,1495,4,147,0,2,584,0,0,0,2,96,b
176,5f6d15d3fdc986f44ca3e93d0d0c066a,1,208,21,0,0,0,41,0,116,0,1,11,0,0,0,13,2069,0,155,0,2,1231,0,1,0,0,53,a
177,6004f86ccff122851320a24511ad4198,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,810,0,31,0,1,404,0,0,0,0,81,i
178,60085c119be41ce2a56c2576583d821c,1,237,20,191,0,0,11,7,154,0,1,0,0,1,0,1,2079,0,207,0,67,585,0,0,0,12,97,c
179,6039e1c5394885e065c56940f73987ce,2,410,33,0,0,0,31,0,327,2,2,62,1,7,0,0,3593,13,421,0,117,1250,0,1,0,0,82,a
180,604adb5a2ffd0f8313a8b6f1da784ba5,0,488,18,0,0,0,6,0,80,0,0,2,2,0,0,0,1626,0,119,0,14,739,0,0,0,0,76,b
181,60dd54632ddc492c1a88fc5c1ad04283,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1349,0,56,0,20,441,0,0,0,0,92,i
182,60e45a58a85fddf31eee37465723a957,5,170,31,0,0,0,19,0,64,0,5,10,0,13,0,0,1143,0,88,0,8,536,0,0,0,0,80,a
183,61cb155c84d2053b9923d8bd4bbfa179,0,439,23,2,0,0,132,0,179,0,0,45,5,2,0,0,5401,1,201,0,458,2268,0,0,0,2,94,e
184,62ab1edd552d20b15d58c814e8e17b70,4,2,14,4,0,3,43,2,73,0,3,2,1,0,0,1,2495,0,97,0,43,1273,0,0,0,0,94,e
185,62fec5651a73c2199c3ecd2016b401ad,0,0,7,0,0,0,2,0,91,0,0,0,0,0,0,1,3657,4,140,0,47,1119,0,1,1,0,76,d
186,633b46db3cea2ec83b4b196dcf9f7e76,0,380,28,2,0,0,94,0,80,0,0,36,4,1,0,73,3810,0,143,0,171,2067,0,0,0,0,96,g
187,641eaeb08588407b37b1c2c109b59761,0,74,18,4,0,0,1,0,76,0,0,2,0,0,0,0,1047,0,90,0,4,356,0,1,0,0,67,b
188,64b6bfdb58f2667305021a81bd71f220,1,322,13,0,0,0,1,0,77,0,1,198,0,17,0,0,1648,2,148,0,11,497,0,0,0,0,47,a
189,64d3bd3b339f63a66b8c878b561551d8,9,309,19,0,0,4,26,0,184,0,8,33,0,5,0,6,3273,3,247,0,9,1264,0,0,0,0,73,c
190,65c9cd55272ec4d9b0ef84414a2ebd1e,0,255,13,1,0,0,119,0,43,0,0,14,1,0,0,1,2324,0,64,0,375,1130,0,0,0,0,76,e
191,65e452ca8afdf0ba6a8cbc4af63da728,2,185,31,54,0,0,27,0,117,0,2,41,0,0,0,0,1906,0,152,0,7,906,0,6,2,0,80,c
192,6673ff23881e8c0ef5aae29ed547d83d,2,78,3,0,0,3,2,0,66,0,1,2,0,0,0,0,2576,0,115,0,26,1105,0,1,0,0,94,g
193,6814d1bbfe1f642d7754db4310897771,1,111,12,0,0,0,20,0,95,0,1,13,2,0,0,0,3285,0,150,0,114,1348,0,0,0,0,85,h
194,681a2ee5f3fe039c1d403fccb58a3a67,0,0,6,0,0,0,0,0,78,0,0,0,0,0,0,0,2927,0,149,0,37,1020,0,0,0,0,75,g
195,69ab0b3229285f7191e9c7e13f896a81,0,60,21,0,0,0,34,0,171,0,0,0,0,0,0,15,2232,0,189,0,58,574,0,0,0,0,79,a
196,69e259c9f3e115ed1fa656c22f2f1797,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,183,0,16,0,1,42,0,0,0,0,50,i
197,6a574b00e6da1dad01065f3d90738721,2,225,41,0,0,0,27,0,237,0,1,11,0,1,0,0,3487,1,289,0,4,1283,0,0,0,0,89,c
198,6aab705667e7d55117a2a16f34259edc,1,0,11,0,0,0,0,0,53,0,1,0,0,0,0,5,1762,0,67,0,3,737,0,0,0,0,85,e
199,6ae71a054e9a503a1f0950de131833a2,0,142,21,0,0,0,17,0,209,0,0,0,0,2,0,6,3499,2,307,0,4,1405,0,0,0,0,85,c
200,6c7ea17b19edee01e39075dfbd783085,8,99,17,0,0,0,10,0,130,3,2,15,0,2,0,0,5047,3,202,0,161,1948,0,0,0,0,79,g
201,6c8d0f74f8332323d0e46da1ec7d9afd,0,137,23,0,0,0,15,0,36,0,0,9,0,0,0,0,2184,0,74,0,1,959,0,0,0,0,95,d
202,6cbc1995d1cf26095ca419c72bb0adc8,0,1,0,0,0,0,0,0,10,0,0,0,0,14,0,0,260,14,20,0,3,89,0,0,0,0,93,i
203,6d4b7a6f7c4c3aa2fe1efed5888e729b,3,326,18,2,0,0,30,0,166,0,3,34,5,4,0,1,3970,1,241,0,560,891,0,0,0,1,92,f
204,6d5a2a59f6f376602a835fe57c70455b,5,422,20,42,0,1,1,0,86,0,5,0,1,0,0,0,2160,0,168,0,55,690,0,0,0,1,58,b
205,6d6dab6dcbcb94e6d254fc0f14d5399c,1,190,15,1,0,0,16,1,100,0,1,1,0,3,0,0,3757,1,131,0,13,1403,0,36,9,1,92,e
206,6df42c634fbdd9f3c1a33219e89e4939,13,553,33,16,0,0,47,0,209,1,10,44,1,5,0,0,4418,3,397,0,4,1577,0,0,0,0,77,b
207,6eaf54527df79db49356a26daba98656,4,242,16,3,0,3,13,0,36,1,4,28,2,2,2,0,1829,0,80,0,46,823,0,29,24,1,96,g
208,6f07da24588ef7be16618bbe848d2aa6,0,61,18,0,0,0,11,0,141,0,0,7,0,0,0,0,2351,0,201,0,1,816,0,0,0,0,89,c
209,6fb626c4987ba6a4c496d8de3d09e6ae,1,16,25,0,0,0,7,0,24,0,1,6,0,2,0,0,1655,2,43,0,3,810,0,0,0,0,94,e
210,6fc0bbc9a31387472b01496562f62d00,0,1,0,0,0,0,0,0,11,0,0,0,0,0,2,0,965,0,28,0,7,503,0,0,0,0,90,i
211,71b53ea50ec02d28fc08843ead3717a0,0,11,8,0,0,0,22,0,104,0,0,6,0,0,0,4,2826,0,135,0,144,1508,0,0,0,0,95,g
212,72bed5b8d9a6993f2d1b0caddb8055f2,1,324,30,1,0,0,27,0,294,0,1,29,2,0,0,0,3938,0,341,0,3,1469,0,0,0,0,72,a
213,7359eff18cfd86cf045a149530e26627,1,139,22,0,0,0,23,0,110,0,1,5,1,1,0,0,2008,49,159,0,12,695,0,0,0,0,52,c
214,73da5d9b254e7e5b90961432647e1561,4,473,37,182,0,1,82,2,218,0,3,58,2,3,0,4,2854,0,245,0,9,1304,0,0,0,30,79,a
215,74d8a2d8ed9ca42dcc6a2c269a0a21ea,4,216,30,0,0,0,24,0,221,0,3,9,0,2,0,0,3115,0,269,0,32,993,0,0,0,0,76,a
216,75bd1842d83d5b232d78af544d1b1562,0,181,11,0,0,0,0,0,83,0,0,15,0,5,0,0,3288,3,150,0,22,1180,0,0,0,0,86,h
217,760b65941d80cdd3b709ec0a6f6bf517,1,428,33,0,0,0,86,0,104,0,1,10,0,0,0,0,3829,0,147,0,17,1631,0,29,8,0,80,e
218,765543b90efd4516e0663a73000b49ca,0,16,9,0,0,0,16,0,108,0,0,0,0,0,0,0,3851,0,138,0,452,1778,0,0,0,0,82,h
219,76fa75f0e9cd794207dda975ca84dfb3,1,271,19,2,0,0,14,0,133,0,1,19,2,0,0,2,2982,1,258,0,0,1173,0,0,0,0,80,c
220,77174b6a21fc52977ea8a50f8e325beb,0,133,21,0,0,0,82,0,123,0,0,1,0,0,0,0,2395,0,167,0,0,1025,0,0,0,0,67,c
221,77dd680c55530a07cb7b0696259cd51f,4,125,33,0,0,0,52,0,236,0,3,4,1,0,0,0,3359,0,280,0,23,1398,0,0,0,0,70,a
222,78b22ff50ade417eeb3eee39115e9b46,0,106,23,3,0,0,5,0,159,0,0,14,2,3,0,0,1906,0,174,0,3,842,0,2,1,0,78,a
223,78e175e4b4cfb1c8883057ae97600a46,1,0,17,0,0,0,13,0,20,0,1,0,0,0,0,0,1301,0,36,0,28,844,0,0,0,0,97,d
224,78ed069a3a944d4463d39ffa74138614,0,10,15,6,0,0,23,0,73,0,0,3,2,1,0,27,1842,0,87,0,224,681,0,0,0,0,88,d
225,798c80d80b22180369817438da6533fc,0,58,8,0,0,0,3,0,38,0,0,2,0,2,0,0,1881,2,71,0,69,1124,0,0,0,0,91,d
226,7a0a65c5dfe66c7a70d0176ea81f30c0,1,223,21,0,0,0,3,0,136,4,1,0,0,1,0,0,2192,1,223,0,6,594,0,0,0,0,64,a
227,7ac415f65664aa5dd3c25c2dcd519af1,0,27,9,0,0,0,2,0,53,0,0,15,0,0,0,0,1995,0,79,0,39,893,0,0,0,0,72,d
228,7b5bd317f5674f7d064f43ca1b6fe259,2,115,27,0,0,2,7,0,56,0,2,0,1,0,0,0,660,0,59,0,1,279,0,0,0,0,4,c
229,7ba601138e531ca65131aaafdd0b0fca,3,30,7,0,0,0,1,0,148,0,1,11,0,4,0,0,1977,14,180,0,3,631,0,4,0,0,76,c
230,7c74f9e3da2ec3ebf687ed4da9a1f82b,2,324,22,0,0,0,33,0,176,0,2,13,0,1,0,0,2386,0,224,0,105,736,0,0,0,0,54,c
231,7cc9a21915594af2e5aa8e019c7f52c9,3,123,20,0,0,0,86,0,65,0,2,13,0,0,0,0,2601,0,87,0,699,1439,0,0,0,0,94,e
232,7f5c6e4843f6c11716379c474d5f4459,4,23,3,0,0,0,5,0,33,0,4,0,0,0,0,0,1076,0,49,0,0,384,0,0,0,0,32,h
233,807ec0d2baa628eacc38a7f698879775,3,136,35,27,0,0,18,0,133,0,3,66,2,1,0,0,1477,0,156,0,27,598,0,0,0,0,85,a
234,808e58ca61a8888af739c0321924a199,0,513,39,0,0,0,101,0,192,0,0,85,9,0,0,64,4084,1,308,0,18,1869,0,0,0,0,77,a
235,80be0f3478e6b7602d439c9c92b4f62a,2,5,9,0,0,3,17,0,26,0,1,0,0,0,0,7,1741,0,46,0,43,914,0,0,0,0,87,d
236,81a09ba1f6c0aae36404048a404e7e63,1,100,24,0,0,0,33,0,220,0,1,17,1,212,0,0,4039,159,351,0,17,1139,0,0,0,0,76,a
237,821e2bffdf3941871cb2d053a28689c1,0,252,47,0,0,0,9,0,247,1,0,10,2,1,0,0,3033,1,287,1,0,1032,0,0,0,0,81,a
238,822f678c2e95794c527b1f854bd35006,22,72,40,0,0,5,27,0,153,0,3,19,4,3,1,0,2166,0,223,0,0,641,0,0,0,0,74,a
239,82641bcdf4d62d9f473022a2bee912d4,5,430,33,11,0,1,7,0,179,1,5,58,4,8,0,0,3088,15,283,0,26,1177,0,3,3,0,83,b
240,8274ed10e9613de0c47b02d77ee258da,0,17,9,0,0,0,4,0,132,1,0,11,1,3,0,1,1989,0,149,0,7,848,0,0,0,0,54,a
241,82dc7d436327c606540768cb9f3b55ee,15,187,13,0,0,7,45,0,90,0,3,12,3,0,0,16,1010,0,102,0,21,439,0,0,0,0,8,c
242,843ac46f8cd7da73c4ae48b2deb4a729,1,114,8,0,0,0,4,0,90,0,1,18,0,0,0,0,4617,0,161,0,32,2132,0,0,0,0,89,f
243,844444720494ca39e6b139fa038bb062,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,79,0,11,0,0,14,0,0,0,0,88,i
244,85345ead7b6db97b141cbdee0b846230,0,134,11,0,0,0,57,0,104,0,0,22,0,0,0,0,4290,1,163,0,493,1908,0,1,0,0,81,f
245,86348207eecbbfef7db739a2f6595e18,1,100,24,20,0,0,5,1,102,3,1,22,0,189,0,0,1989,25,139,0,35,840,0,2,0,0,74,b
246,87959ef435c61f280e3402229c796940,1,417,35,22,0,0,19,0,137,0,1,69,4,7,0,0,1897,2,192,0,18,431,0,0,0,0,96,b
247,88569fe0dd64fd9848b620b81337eb05,0,4,0,0,0,0,0,0,13,0,0,3,0,0,0,0,472,0,37,0,65,156,0,3,1,0,89,i
248,89eba477e70f516a1c5ff979282d75ca,0,0,3,0,0,0,0,0,53,0,0,0,0,0,0,0,1267,0,66,0,1,425,0,0,0,0,39,g
249,8a6dd23223e3b7febc40b8e5ff5d5122,0,2,0,0,0,0,0,0,20,0,0,0,0,11,3,0,1173,3,42,0,1,366,0,0,0,0,91,i
250,8b1862b185a8d8e375ab781e55e3c39a,1,21,3,0,0,0,1,0,132,0,1,0,1,1,0,0,1959,0,180,0,61,682,0,0,0,0,86,c
251,8e3b87ff984dbaf691a0f32754006956,20,192,21,8,0,12,86,0,102,0,1,49,0,2,0,91,4659,0,166,0,127,1857,0,2,0,9,89,d
252,8e72970e2fdad1fa564d800ba15d72c4,1,310,22,0,0,0,11,0,197,0,1,0,0,1,0,6,2912,1,248,0,1,1061,0,0,0,0,74,c
253,8eaa803c0b87790ec4290bcd41e5b037,4,229,34,0,0,0,42,0,68,1,3,18,1,2,0,0,3685,0,170,0,285,1697,0,0,0,0,87,f
254,8f2e822507d6694953346075a22d646a,1,53,13,25,0,0,18,1,65,1,1,0,1,5,0,0,3037,2,103,0,248,1303,0,0,0,2,94,e
255,8f5bbf339fb86953ffe9148794fcc52a,1,132,12,0,0,0,11,0,95,0,1,32,0,38,0,0,1676,11,111,0,25,816,0,0,0,0,32,b
256,90a865c2953dc448bf959a5eb8a291ee,2,78,11,0,0,0,8,0,102,0,2,13,0,0,0,0,2674,1,134,0,246,1247,0,0,0,0,88,f
257,913b71f7afa2444625da8178ad672c65,1,37,2,0,0,0,2,0,70,0,1,2,1,0,0,0,2776,0,96,0,22,1332,0,0,0,0,11,e
258,91af6d98e1e08516ff7a91ac197e1d9b,0,104,24,0,0,0,10,0,63,0,0,14,3,3,0,5,2789,2,118,0,150,1147,0,0,0,0,67,f
259,9205274bf160759a7a27928b718b82d9,0,60,7,0,0,0,18,0,58,0,0,29,1,0,0,3,2130,0,85,0,79,1009,0,0,0,0,81,h
260,92577f7893be7568c1f1aac26c0121a2,0,2,0,3,0,0,0,0,10,0,0,0,0,0,0,0,504,0,32,0,0,120,0,3,1,0,91,i
261,92c1e87578f7b00e26df9d0ad21c63da,26,506,59,15,0,76,168,0,202,0,9,55,11,2,0,0,3453,0,283,0,114,1424,0,0,0,12,81,b
262,92f1d409e9283fc62ebc7d59279f15c3,0,232,21,0,0,0,38,0,285,0,0,16,2,1,0,1,4413,0,332,0,13,1941,0,1,1,0,80,c
263,92fcd7a854eb341782743e532e0a7914,2,117,18,0,0,0,12,0,57,0,2,5,1,0,0,0,3099,0,108,0,69,1103,0,0,0,0,90,d
264,93229bfed1b03a573e6139c21fc4e5c7,3,201,17,0,0,0,11,0,192,0,3,17,1,1,0,0,3935,3,339,0,34,1394,0,0,0,0,71,c
265,936612538d0beb2276fa29f40dc7ae41,1,19,9,0,0,0,28,0,59,0,1,2,0,0,0,0,2365,0,101,0,137,1381,0,0,0,0,93,h
266,93b07b2e74219fd9d4a8258387777331,10,149,20,0,0,0,10,0,74,0,10,8,2,2,0,0,2723,1,124,0,14,965,0,0,0,0,95,h
267,9497ffba69c7888bce4e80e896a775c0,11,488,15,0,0,30,21,0,65,0,1,57,1,0,0,0,1877,0,91,0,54,820,0,0,0,0,97,e
268,94a2b55405ffb84d8d1d0cb8c54c1e5b,10,274,12,0,0,4,9,0,92,0,2,62,0,2,0,0,4136,0,134,0,11,1969,0,0,0,0,92,g
269,95289197f5de3bb81c7622133a0199ee,5,550,71,60,0,3,58,4,163,0,4,64,7,1,0,1,3706,1,428,0,104,909,0,53,12,21,88,b
270,9716e71ade42d78682fce7681c47e461,0,2,0,0,0,0,0,0,14,0,0,2,0,1,0,0,469,0,24,0,0,106,0,0,0,0,96,i
271,9726a91e5bb238f6a05e657adb40738c,1,54,11,0,0,0,8,0,50,10,1,5,0,0,0,0,3269,1,124,0,10,1689,0,0,0,0,84,d
272,97ff350207ca6a952e2b62129e0549f0,1,221,16,0,0,0,30,0,117,0,1,0,0,1,0,0,2004,0,158,0,43,776,0,0,0,0,81,c
273,9879db96946fbb8a3e255ab8815c577e,3,121,20,0,0,0,27,0,195,0,1,24,2,1,0,0,2932,4,235,0,3,1033,0,0,0,0,87,c
274,98a2576c48530076abcaf557f266efd9,16,468,24,0,0,38,31,0,193,0,3,13,0,2,0,0,2671,0,260,0,96,775,0,32,13,0,87,c
275,98a5d49319bd9712aa26ec593341f2ef,1,8,1,0,0,0,0,0,13,0,0,0,0,0,0,0,298,0,21,0,14,120,0,52,15,0,78,f
276,995eae68fe66f02aa88128425cc87e81,0,391,27,0,0,0,9,0,211,0,0,0,0,2,0,0,3014,0,287,0,0,863,0,0,0,0,75,c
277,998d6f7b512c27d4f5c35dbb5922ba44,0,296,28,0,0,0,38,0,114,0,0,27,2,2,0,0,3576,1,186,0,371,1396,0,0,0,0,79,f
278,99b5057fa31682ed3b10f24d25b4e8ae,5,119,5,0,0,1,0,0,88,0,0,6,0,2,0,0,2203,2,126,0,6,1114,0,324,292,0,89,f
279,99f3080b05fd0a103b83e9c6bf3ee9a9,0,332,25,0,0,0,44,0,129,0,0,2,0,0,0,0,2841,0,182,0,206,1070,0,0,0,0,86,g
280,9b430de7406c68bb31fd726c99ac3558,0,123,20,0,0,0,19,0,164,0,0,0,1,0,0,0,2186,0,217,0,2,724,0,0,0,0,90,c
281,9b5055da3d2944aa90334bddd9ab1217,0,294,46,0,0,0,80,0,257,0,0,14,0,1,0,0,3868,0,303,0,6,1823,0,0,0,0,76,a
282,9b827e2a3e91f1ae4321e0ce7d322928,0,0,5,0,0,0,1,0,11,0,0,0,0,0,0,0,325,0,17,0,1,78,0,0,0,0,91,e
283,9dc9f98297281b049aa74f6283aa6795,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,540,0,29,0,25,169,0,0,0,0,95,i
284,9e4aed84a5c53a17c29d570ac527ce0a,2,156,23,0,0,0,77,0,57,1,2,27,1,1,0,2,2022,0,108,0,764,1255,0,0,0,0,97,d
285,9ee0314784616d70f917efd258ed311c,0,255,13,0,0,0,52,0,50,0,0,22,0,3,0,0,2913,0,76,0,104,1496,0,0,0,0,79,d
286,9f2b49c9d6b2dbb706a5be4935230871,1,86,22,0,0,0,2,0,194,0,1,10,2,0,0,0,2639,0,258,0,11,1129,0,0,0,0,65,a
287,9fdc1083486fd8a677d32fa2f848317c,1,108,9,0,0,0,1,0,64,0,1,0,0,0,0,0,3171,0,101,0,19,1457,0,0,0,0,92,d
288,9fed5a0822e7674f8ebd0fd47c0951da,1,564,44,4,0,0,89,0,85,0,1,37,0,1,0,0,2538,0,120,0,139,1004,0,5,2,6,87,e
289,9feda7bbf2a2e9b1b6ed4a1daa538960,10,852,28,0,0,0,50,0,102,0,10,44,2,9,0,15,2111,18,160,0,14,1125,0,0,0,0,67,b
290,a0dce576762dccbadb3476bad1732c82,0,450,30,14,0,0,17,0,189,0,0,15,0,1,0,0,3328,2,237,0,10,1533,0,0,0,0,80,b
291,a1b7e8f509e4764f2240c56cf5855e68,0,96,6,0,0,0,7,0,51,1,0,18,1,4,0,0,2349,0,85,0,52,1161,0,0,0,0,71,g
292,a1c11b2ffa98234696ccdcbc0402e9ca,3,233,25,0,0,0,9,0,59,0,3,28,0,1,1,0,2920,1,106,0,1,1357,0,2,0,0,84,e
293,a1d0f3e60cbe687bbaf2df93770a5994,6,272,43,2,0,0,32,0,354,0,1,0,1,3,0,0,3847,0,427,0,0,1226,0,1,0,0,68,a
294,a210de37c0ce28ec510eb551ff949624,12,356,25,86,0,13,48,0,109,0,3,37,0,3,0,0,3795,2,193,0,230,1258,0,0,0,1,90,e
295,a23402a174a55c4211136df4425a724e,61,444,30,0,0,65,8,0,227,0,8,25,2,0,0,0,3174,0,282,0,77,1151,0,0,0,0,80,b
296,a2376e482b02e00eda95982d172c0b20,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,1818,0,71,0,9,905,0,0,0,0,68,h
297,a2dc2d0036c53b22cb9fb6bc280809f5,2,275,22,0,0,0,62,0,256,0,2,11,0,0,0,2,3118,0,292,0,4,1205,0,0,0,0,86,c
298,a3891cc21e1dd0051caa212b95c928f0,21,780,36,17,0,21,42,0,156,0,8,25,4,0,0,1,2355,0,236,0,13,790,0,3,4,0,76,b
299,a3e14e65e476c7909c598caca78d5347,1,22,59,0,0,0,44,0,8,0,1,3,1,1,0,25,2298,1,103,0,39,1109,0,0,0,0,83,h
300,a41c1eab3d8463a7cb6ea0eb7d813e30,1,38,13,0,0,0,5,0,36,0,1,8,2,0,0,0,2072,0,90,0,97,773,0,0,0,0,94,f
301,a457518f33a1a7e9d835c28bfe66327a,2,653,32,0,0,0,53,0,67,0,2,54,1,0,0,10,2457,0,100,0,209,678,0,0,0,0,92,d
302,a4be0a910ea9c611e2c07644d4fe2596,2,277,29,2,0,0,24,0,139,0,2,29,3,3,0,0,4662,2,458,0,3,1624,0,0,0,0,53,a
303,a57c29d7c57ec1482b0153faabbcdc83,3,311,37,19,0,0,44,2,141,0,3,23,0,0,0,0,4715,1,256,0,61,1701,0,0,0,0,88,h
304,a5841e53cf792922ad8a7c033329f09c,0,47,16,26,0,0,12,0,175,0,0,1,0,0,0,0,2245,2,228,0,3,542,0,0,0,0,70,b
305,a5b8d98aa354c067a53ec0d55a2ae574,2,127,13,0,0,0,11,0,34,0,2,5,0,0,0,0,1881,0,75,0,92,783,0,0,0,0,66,d
