userid,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50
b64ce7758b9f7e58f1ad8bbcf7811e7d,5,5,5,4,5,4,5,5,5,4,5,5,5,5,2,4,4,3,3,2,5,5,5,5,3,4,1,4,5,5,4,5,5,1,4,5,5,1,1,1,5,1,5,3,5,4,4,5,5,5
0cebfa477ed3e2e0c5a3f9aa96c23698,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4
deab088838618d0f80db74ae4a277269,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0a715a568a054d7996fcbcbf17b36551,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,1,4,4
ca7f48cb0d61ed7c967adf1a0010367e,5,5,4,5,3,3,3,4,3,3,2,5,3,5,4,3,4,3,3,3,3,4,4,4,3,4,3,4,4,3,3,4,3,3,4,2,4,4,2,2,5,3,5,3,2,2,4,4,3,2
2979bd5d5a584c2aa70f4a434412bc2b,4,4,4,4,4,5,4,3,5,4,3,4,5,4,3,5,5,4,2,1,5,4,3,3,3,4,1,4,3,4,2,3,4,5,4,4,5,3,4,3,4,2,4,2,4,2,2,4,3,5
d60df871c935791074fe3fc9c919b1e4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,4,3,4,3,4,3,4,4,4,4
f5fd1f70d1747238d53ec5ef722d68d7,3,4,4,4,4,4,4,5,3,3,4,4,3,4,3,4,3,3,3,2,2,4,4,3,3,4,2,3,4,4,3,4,4,2,3,4,4,2,2,2,4,2,4,4,3,3,3,4,4,4
bebc49073c8a5def929612def946c281,4,3,5,5,5,3,4,3,4,4,4,5,3,4,2,4,3,3,3,4,2,3,5,3,2,2,1,4,5,2,5,5,3,2,3,4,4,2,1,1,5,1,5,3,3,3,5,3,4,2
3d606cd38291c1e5941bc1c37f84f216,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
92c1e87578f7b00e26df9d0ad21c63da,5,4,4,4,3,3,3,3,4,3,5,4,3,4,3,4,3,3,4,2,3,4,3,4,3,4,2,4,4,3,4,4,4,2,3,4,5,3,2,2,4,4,4,1,1,1,4,3,4,4
f65238cddaeec1be538e9c1a5990e48f,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,1,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,1,5,5,4,5,4,5,5,5,4,5
5f1981994e777f8d76c45df9adfc8662,3,2,2,3,3,4,5,2,3,5,4,3,1,3,4,5,4,5,5,4,3,4,5,4,5,3,4,5,4,5,2,3,3,3,1,5,4,1,2,1,4,1,3,1,1,1,5,2,1,2
481c56986ebae62c870b0da9bbafc5c6,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,4,3,5,5,2,4,5,5,2,2,5,4,3,4,5,3,4,5,4,3,4
291a6ecd1a6e4a45fcb3f02c1cdcdf59,3,4,3,3,3,3,3,2,3,3,3,3,3,3,1,4,4,3,5,3,3,2,4,3,3,1,1,3,4,3,3,3,2,5,2,2,5,4,4,3,4,3,3,1,5,4,1,2,2,2
fbc64c2a6c18eb693cb24d8081e034df,4,4,3,4,4,3,4,4,3,4,2,2,3,4,4,3,4,3,4,3,3,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
8f5bbf339fb86953ffe9148794fcc52a,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
b69c06f1f563ace3c69c7b32f2a6c850,4,4,4,5,5,4,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,4
27c8f93d752f0222aa211e0691cebee4,5,5,5,4,4,4,4,5,4,4,5,5,3,5,5,5,4,4,4,1,3,3,4,4,3,4,1,3,4,3,4,5,4,1,5,5,5,1,2,1,5,1,5,4,4,5,4,4,5,5
a7e82fef913fa275bef458aade2e5ae4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,4,2,3,4,4,2,2,2,4,2,4,3,2,2,4,4,4,3
a5841e53cf792922ad8a7c033329f09c,3,3,4,3,4,4,3,3,4,4,5,5,4,4,3,4,4,4,4,4,3,4,4,3,4,4,2,4,4,3,3,4,4,3,4,3,4,3,3,2,4,2,4,2,4,5,4,4,4,4
a92f1708363527a34d93b0bc7840262c,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,2,4,4,4,4,4,2,4,4
379bbc4c2c728db0a249e8c4e6b621af,3,1,3,3,3,3,5,3,3,4,3,3,3,3,5,3,3,5,5,1,3,3,3,3,3,3,1,3,3,1,1,1,3,1,1,5,5,1,1,1,3,1,1,1,1,1,5,3,1,1
ef42bcd3300605e66dc7f8c01f773dec,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,3,2,2,3,3,3,4,4,4,4,3,4,4
b84f9624c8d995c6b945afc898bd9973,4,3,4,5,5,3,5,2,4,5,2,4,3,3,3,5,4,5,5,5,3,5,4,3,5,4,1,2,5,2,4,3,3,2,4,5,5,3,2,1,5,2,4,5,5,5,5,3,5,5
95289197f5de3bb81c7622133a0199ee,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,2,5,5,5,2,1,2,5,2,5,2,2,2,3,2,5,5
4c2a6bec22f436e1b14bbefa24443b4d,5,5,5,4,4,5,5,3,3,4,5,5,3,5,5,5,5,5,5,3,4,5,4,5,5,4,2,5,4,5,4,5,4,2,5,5,5,2,1,1,1,1,2,3,4,4,5,4,4,4
1361825bdeb54e5153e74389df8a2a10,4,4,4,4,3,4,3,4,4,3,4,4,2,4,2,2,3,3,3,3,2,4,4,2,3,4,5,3,4,4,3,3,4,3,4,4,5,2,1,3,4,4,4,2,1,1,4,3,3,3
139af8123e827b0b9d40871506216b7d,4,4,5,3,3,4,4,3,4,3,3,4,4,3,4,4,5,5,5,2,4,3,4,4,4,4,2,4,5,3,3,4,4,2,4,4,3,3,2,2,3,2,3,2,5,4,4,3,4,4
479e88f02385c56f386d07d59f02a3b2,4,4,4,3,4,3,3,4,4,2,4,4,2,3,4,2,2,3,3,3,4,3,4,4,4,3,3,3,5,4,4,4,4,2,4,4,5,4,2,3,3,3,4,3,5,5,2,4,4,5
b1dfc5c6ec04d46d1823c5fa972ad320,5,2,5,5,5,5,5,1,5,5,3,5,1,3,1,5,5,5,5,1,4,5,5,3,5,2,1,5,5,5,4,5,5,1,1,5,4,1,1,1,4,1,4,5,1,1,5,5,5,5
a0dce576762dccbadb3476bad1732c82,4,4,4,4,3,4,4,4,4,4,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,2,2,3,5,3,4,4,4,4,5,4,5,4
6d5a2a59f6f376602a835fe57c70455b,4,4,5,5,3,4,4,1,3,4,5,5,2,4,3,4,5,5,5,4,3,5,4,3,4,3,4,4,4,5,3,3,4,4,2,3,4,4,2,3,4,3,4,4,4,4,3,4,4,4
e5d4b572258708faa5eb1c382eaba86c,4,4,3,4,4,3,3,4,5,4,4,4,4,3,4,4,4,4,4,5,3,3,5,4,4,5,4,4,4,4,4,3,3,3,4,3,5,5,5,4,5,4,5,3,5,4,5,3,5,5
9feda7bbf2a2e9b1b6ed4a1daa538960,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,2,2,2,3,2,4,3
86348207eecbbfef7db739a2f6595e18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,1,5,5
a6f51cc7deb4cb5c5f493747f0e6e3a5,3,3,4,3,3,3,4,4,4,3,5,5,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,5,4,3,5,4,3,2,2,3,3,3,3,1,1,3,3,2,5,3
2bd3b13fa417ca0970aa75e44af86549,3,2,3,3,4,4,5,2,2,3,2,3,1,1,3,4,4,4,4,4,3,3,3,3,3,2,1,2,3,2,3,2,2,4,3,4,5,2,4,1,3,1,5,1,1,1,5,1,1,1
f081b3cddc1a85f07c2560673f28547f,4,4,4,4,5,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,2,4,4,4,2,4,4,2,1,2,4,2,3,3,5,5,4,2,5,5
87959ef435c61f280e3402229c796940,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,3,5,5,2,5,5,5,5,5,5,3,5,5,4,2,1,1,5,1,5,4,3,3,3,5,5,5
dd48bc0174c3ca2370b0a49c2bd6fa82,2,4,4,3,4,2,2,4,4,2,4,4,2,4,2,2,2,2,2,3,3,4,4,4,2,2,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,2,4,3,3,3,4,2,3,3
bd47306d1ab10377783e37d4d363e482,4,4,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,4,2,4,3,3,3,3,2,3,3
c054e8c731029ce6d73c784213513b09,5,5,5,5,5,1,5,5,5,5,5,5,5,5,3,5,1,3,5,1,5,5,5,5,4,5,3,5,5,5,5,4,4,5,5,5,5,1,1,5,5,1,4,1,1,1,5,5,5,5
b2d48f67a089cc23fb2bc7729f8a2300,3,4,4,2,5,1,2,2,4,3,4,4,1,4,1,1,3,4,4,4,4,3,5,3,4,2,2,4,5,4,3,4,3,4,4,2,3,4,3,4,4,2,3,4,2,2,5,3,4,4
641eaeb08588407b37b1c2c109b59761,5,5,5,4,4,5,5,3,3,5,2,3,4,3,4,4,3,4,5,2,3,4,5,5,3,2,2,1,5,4,2,3,3,3,3,4,3,2,3,1,3,1,3,5,1,2,5,4,2,2
a8239825ce8e218cfb6a91964946d484,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,2,4,2,3,3,4,3,4,4,4,4
43f0e2e3fc7691c51613758e2b65928e,5,5,5,5,5,4,3,5,4,3,5,5,3,4,1,3,3,3,3,2,3,4,4,5,4,5,2,4,5,4,4,5,5,4,5,4,5,2,1,1,3,2,4,3,4,4,5,3,5,5
f8bb7ed0860701686be0bcaad12dcee6,5,5,5,5,5,5,5,5,3,4,5,5,3,5,3,3,5,5,3,3,3,3,5,5,3,5,1,5,5,4,3,5,3,3,5,4,5,1,3,1,5,1,5,1,1,1,5,1,1,1
a3891cc21e1dd0051caa212b95c928f0,2,3,3,3,4,3,2,1,2,2,4,4,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,5,4,4,2,3,4,3,2,5,4,4,2,5,5
a6a0726e8604766b4636749d9203842b,4,3,3,3,3,2,2,3,3,2,2,4,2,3,2,2,4,2,3,4,2,2,3,3,3,2,3,3,4,3,3,2,2,3,4,4,5,4,2,3,3,3,3,2,3,2,4,4,4,4
a23402a174a55c4211136df4425a724e,3,3,4,3,4,4,3,3,3,2,4,4,4,4,3,4,4,3,4,4,3,5,4,3,3,3,2,4,3,4,3,3,4,3,3,5,5,2,2,3,4,3,5,3,4,3,3,3,5,5
be9c58e4a639094d9f2c8bfec91afc16,4,5,5,5,2,4,4,4,5,4,5,5,3,5,3,3,5,4,2,4,4,4,4,2,4,4,4,5,4,4,2,4,2,5,2,2,4,1,1,3,4,4,4,4,1,1,4,2,5,2
acc2ce1e332284a8a55fb7e2fd8bf7c3,3,3,3,2,3,2,3,2,3,2,3,3,1,3,3,2,2,3,3,2,1,2,2,2,3,2,1,2,3,3,3,3,3,3,3,3,3,1,2,1,3,2,3,2,3,1,2,2,2,2
4e3519d7eafbfccdae231756fcf2ce9c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3,1,1,1,4,4,4,3
0307ea84b89fceab3b507fec1900ce7e,4,4,4,4,5,4,4,3,4,3,4,4,3,3,3,4,4,4,3,3,3,5,4,3,3,4,3,3,4,3,3,4,4,3,4,3,4,3,3,2,3,2,3,3,4,4,4,3,4,4
82641bcdf4d62d9f473022a2bee912d4,4,4,4,4,4,3,4,4,4,3,5,5,3,5,2,2,4,4,2,4,2,4,4,4,2,4,2,4,4,2,4,4,4,2,4,5,5,2,2,2,2,2,4,1,5,5,2,2,5,5
ef3a6cc38845548b4329271ac48d638d,2,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,4,3,2,4,2,2,2,2,2,4,4,3,3,4,2,2,2,4,2,2,4,3,2,3,4,3,4,2,5,5,1,2,5,5
c3b33b73130d1e4649f10117f7508195,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3
6df42c634fbdd9f3c1a33219e89e4939,5,4,5,5,4,2,3,3,4,2,4,3,2,5,3,3,5,3,3,2,3,5,4,3,3,4,3,5,4,4,5,5,5,2,5,4,5,3,3,2,5,2,5,2,4,3,5,5,5,5
4f9f1b81a07e3a192853ab1099a68fca,4,4,4,3,3,2,2,4,4,3,4,4,3,4,2,3,3,4,3,2,3,3,3,4,3,3,3,4,4,3,3,4,4,3,4,4,5,2,1,2,5,4,4,4,5,3,4,2,5,5
25f9e794323b453885f5181f1b624d0b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
af4a88df59c0df41ee7fca0ca57fba3a,4,3,4,3,3,3,3,3,3,3,4,4,2,4,2,3,2,3,3,2,1,3,3,2,3,2,2,2,3,2,2,3,2,3,3,3,3,2,2,2,3,2,3,2,3,2,3,2,3,3
9b430de7406c68bb31fd726c99ac3558,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
77174b6a21fc52977ea8a50f8e325beb,4,3,5,4,4,3,4,5,4,3,5,5,4,5,3,5,4,4,4,2,4,5,3,3,5,5,2,4,5,5,3,5,4,3,4,4,5,4,2,2,4,3,4,3,5,4,2,4,5,5
60085c119be41ce2a56c2576583d821c,4,3,3,4,3,5,5,5,3,5,5,5,4,4,4,4,3,4,4,3,3,4,3,4,3,4,2,3,4,4,3,4,4,2,4,4,4,2,4,3,4,2,4,4,4,2,4,4,4,4
3750e5317d2967d407e66236ad3b7ab5,4,4,5,4,4,4,3,3,3,3,4,4,3,4,3,4,3,4,3,3,2,3,4,3,2,3,2,3,5,3,3,3,2,3,3,5,4,3,2,2,3,3,3,5,4,3,4,3,3,3
32e7400bb54ff66588587d2f2b1b22c2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,1,1,5,5,3,4,5,5,5,5,5,5,5
8b1862b185a8d8e375ab781e55e3c39a,5,5,5,4,4,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,2,5,2,5,5,5,5,5,3,4,4
9879db96946fbb8a3e255ab8815c577e,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4
ef64bcdb755a678ecea401b713fee614,4,4,5,5,4,2,4,4,3,4,4,4,1,4,3,4,4,2,4,3,4,4,3,4,4,3,2,4,5,2,4,4,3,2,3,4,5,2,2,4,4,2,5,4,1,3,5,1,2,2
6ae71a054e9a503a1f0950de131833a2,4,5,4,4,5,3,3,5,5,4,5,5,5,5,3,4,4,4,4,2,3,4,3,4,4,3,2,5,5,5,5,5,4,2,5,3,5,4,2,3,5,2,4,3,3,3,5,4,5,5
1d6a9b03150137d40a4b024518aa0fa6,4,3,4,4,5,2,1,2,4,4,5,5,2,5,2,2,3,4,4,2,1,1,4,4,2,4,3,4,2,4,3,3,4,1,2,3,5,1,3,2,3,3,2,2,2,2,4,3,3,3
f79d398d62d5eaff8d7b1f9f6aaf65ab,4,4,5,4,5,4,4,5,5,4,4,5,3,4,3,4,4,4,4,3,3,4,4,3,4,4,1,4,4,3,4,4,4,2,4,4,4,2,2,2,3,1,4,3,2,2,5,4,4,4
f0c4f08113a2bc5a9275dd881c616a92,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,4,3,2,2,3,2,3,3,2,3,3,3,3,4,2,2,4,3,3,3,3,4,2,2,3,4,3,3,2,3,3,4,4,4,4
7359eff18cfd86cf045a149530e26627,3,3,4,4,3,2,2,2,3,1,4,4,2,4,3,4,4,4,4,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,2,3,3,2,2,2,4,4,4,4,4,4,4,4,4,2
4e4fc034dea12369dc5de555ad478a07,4,3,4,3,4,4,5,2,4,4,4,4,3,4,2,4,4,4,4,2,2,4,4,4,2,2,2,4,4,3,3,4,3,3,4,4,2,2,2,1,3,2,3,4,4,4,4,2,4,4
d5a1f82d20610cfc2ee2df22e16ad238,4,5,5,3,4,3,4,3,4,3,5,5,3,4,2,4,4,3,4,3,2,4,4,2,4,3,2,3,4,2,2,2,2,3,2,4,5,2,2,2,3,2,3,1,1,1,4,2,2,2
e4f677ad43c84ada8abc579c6abf9aee,5,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,5,4,3,4,3,3,4,2,4,4,4,4,4,3,4,3,4,4,2,2,1,1,1,5,3,1,1,5,5,5,5
a2dc2d0036c53b22cb9fb6bc280809f5,4,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,5,4,3,5,4,5,2,5,5,4,5,1,3,2,5,1,5,2,4,1,4,5,5,5
65e452ca8afdf0ba6a8cbc4af63da728,2,2,3,3,4,3,3,3,2,3,2,4,1,1,3,4,4,3,4,5,3,4,5,2,3,3,2,2,4,3,3,1,3,4,1,4,4,5,1,2,4,1,3,2,4,1,5,1,5,5
995eae68fe66f02aa88128425cc87e81,4,4,3,4,5,4,4,3,4,4,4,5,3,3,3,3,2,4,4,4,3,5,4,3,3,4,3,4,5,4,4,4,4,3,4,3,4,2,3,3,4,2,4,5,3,3,3,3,5,5
0c7b9053af0850d3eaa8b61de50a26cd,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,4,1,5,5,5,5,5,5,1,4,5,5,1,2,1,5,1,5,5,5,4,5,5,5,5
3d2fd5b219300a9aee7b21887a24c539,5,4,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,2,3,5,5,4,4,5,1,3,5,4,5,5,5,2,4,5,5,2,2,2,5,1,5,2,1,1,5,5,5,3
b3544e076d49acb0dd2af969419895f0,4,4,3,3,2,4,4,5,4,4,3,5,3,3,2,3,4,4,2,5,2,4,4,4,2,3,3,4,5,5,2,2,3,3,1,4,2,2,2,3,4,2,2,3,5,3,5,2,5,5
320c71e05fde5152c26575798bfeb953,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,2,4,5,4,4,3,4,1,5,5,5,5,5,5,3,4,4,5,1,1,1,5,1,5,4,5,5,5,3,5,5
92f1d409e9283fc62ebc7d59279f15c3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2
5d83718570cad6c421fc5c9e9b80159e,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
98a2576c48530076abcaf557f266efd9,4,4,4,4,3,5,3,5,5,4,5,5,2,2,3,4,4,3,3,1,1,1,4,3,2,5,1,1,3,2,3,5,3,2,2,3,5,3,1,1,3,1,3,3,1,1,4,3,5,1
5104564f160fb05b4b79bbdb09c03c4f,5,4,5,4,3,3,3,5,3,3,4,5,4,4,3,4,4,4,4,3,2,4,4,2,2,2,1,3,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,4,4,2,4,3,4,4
3723be496725be52bc640fd39aea51e6,4,3,4,4,4,4,4,2,3,4,3,4,2,3,3,4,2,2,2,5,2,4,4,1,4,5,3,3,4,1,3,2,2,3,4,5,5,5,3,3,1,3,3,2,2,2,3,4,2,2
b7848fb18dbf386464e7cb7c37758241,3,4,4,4,3,4,3,4,3,4,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,2,3,3,3,3,4,4,2,4,3,3,2,2,2,3,2,3,2,2,2,3,3,4,4
02d679ad650962b6ae8bf8adbeeb33c1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cb75e24ff92bb3f07f0051b945d5295b,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,4,5,3,1,2,3,2,4,4,4,4,3,3,4,4
579c29c5407ed999b692374653d25a61,4,3,4,3,5,4,4,2,3,4,3,5,1,3,3,4,3,4,4,3,3,4,4,2,4,3,1,3,4,3,1,3,3,2,4,4,4,1,1,2,4,3,2,3,2,2,4,1,4,3
93229bfed1b03a573e6139c21fc4e5c7,3,3,4,4,4,4,4,4,3,4,4,3,4,3,5,4,4,4,4,4,3,3,5,3,5,3,3,4,5,4,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
