userid,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50
4f7edf8af873ccef5e94647cdafcfc1a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,4,5,5,3,5,5,5,5,5,5,5,3,5,5,4,5,5,4,3,4,2,4,4,5,4,4,4
a41c1eab3d8463a7cb6ea0eb7d813e30,4,4,4,3,3,4,4,3,4,4,5,5,3,5,2,3,3,4,3,2,3,4,4,2,3,4,4,4,5,3,3,5,4,1,4,3,3,2,3,2,4,2,3,3,2,5,5,4,4,3
c0da6852b9ea51985a0cf3703d39c52d,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4
6d4b7a6f7c4c3aa2fe1efed5888e729b,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,5,5,3,4,4
447479f2c66040046a9b32ccfbaae127,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,4,2,4,3,3,4,3,4,4,5,3,4,5,4,4,3,4,4,3,4,3,2,5,5,5,3,4,3
4f25425fdbeff3e6ce39ffa4d4a3cb0b,4,4,5,4,4,4,4,4,5,4,4,5,4,5,3,4,3,4,4,4,2,3,3,4,3,4,4,5,4,3,4,4,3,4,5,4,5,3,4,4,4,3,4,2,4,5,4,2,3,3
2efc0a548e80acbcaf2cfb9804e2faa3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,2,4,3,4,3,4,3,4,2,4,3,4,5,5,3,4,4
85345ead7b6db97b141cbdee0b846230,2,2,3,3,4,2,3,2,4,2,5,5,3,5,3,2,4,4,2,3,3,4,2,2,2,3,2,3,5,4,3,5,4,4,4,5,5,3,5,4,5,2,4,2,3,4,5,1,4,4
34c778c98ed41d6cd2a37c5145033c4a,4,4,4,3,3,3,4,3,3,4,4,4,4,4,2,4,4,4,3,2,3,3,4,4,3,3,4,3,4,3,3,4,3,2,4,3,4,2,3,4,3,4,3,2,4,5,4,4,4,3
843ac46f8cd7da73c4ae48b2deb4a729,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,2,4,4,4,4,4,3
cd8d1190d4e2e17f65c0c7a506f4dd4f,4,4,4,4,4,3,4,4,4,3,5,4,4,4,3,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,4,3,4,4,4,3,3,2,5,5,5,4,4,4
d88e44d3d77734a236a21543fc9d37de,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,2,4,3,3,3,4,3,4,2,5,4,1,2
1a0c76d043eeff7842f46b9583570a50,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,5,4,3,4,4,5,4,5,3,4,3,3,3,5,5,5,3,4,3
da03bef31ab2dca5b97f8d240ccb4a61,4,4,5,4,4,4,4,4,4,3,5,4,2,4,3,3,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,5,4,3,4,4,4,3,4,4,4,4,4,2,4,5,4,3,5,5
998d6f7b512c27d4f5c35dbb5922ba44,4,4,4,4,3,4,4,5,4,3,4,4,3,5,3,4,4,4,3,4,4,5,4,4,4,4,2,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,2,5,5,5,4,4,4
0b6c3afa086c5e03a24665aa75a7a0f5,4,4,4,4,4,3,3,5,4,3,4,4,4,5,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,5,4,5,4,4,2,5,2,4,5,5,4,4,3
8eaa803c0b87790ec4290bcd41e5b037,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,1,3,4,4,3,3,3
191ea163dc12fe1cb4c8397bd48f18aa,4,3,4,4,4,4,4,4,3,4,4,3,4,4,2,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,3,3,2,5,5,4,3,2,2
1635c1bba7b734d85d12d005e5ef67a9,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,2,4,4,3,4,3,4,2,4,4,4,4,3,4,2,2,4,4,4,4,3,4,4,3,2,4,4,4,3,4,3
5594425402daa5d17ba4a9043c1d8ff6,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,,3,3,3,3,3,3,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,3,4,4
99b5057fa31682ed3b10f24d25b4e8ae,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,5,3,4,4,3,4,4,2,3,4,4,3,4,3
2aebc6de3f2abaa9253dfc7810b773d4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
cada78ef18cca6cc39d55679d9da5d42,4,5,3,4,5,4,5,5,,5,5,,5,5,5,,5,4,5,1,4,4,,4,5,5,,4,5,5,5,4,4,1,5,5,4,2,1,2,5,2,5,3,4,4,5,3,4,3
1e342325849367478c72fcded1149c65,4,4,4,4,5,4,4,5,4,5,4,4,4,4,,,,,,2,3,4,5,4,4,4,2,,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,5,5,4
bc482f9d2bff061e21937607585d9f9b,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4
934121a38d196ca27d3d21c0ce383122,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,4,3,3,4,4,4
334ae80553d0d9888c59436a747e6435,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,5,3,5,4,4,3,5,4,5,5
a6458da9625c6ae288440bc3868952f4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,3,3,2,4,5,4,4,4,4,3,4,4,4,2,2,2,4,3,4,4,4,4,4,4,4,4
213537eee9b97f1b39970a8d5cdce00c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,2,2,2,4,2,4,3,4,4,4,4,4,4
f0a81ae38b4e5374cba10b03d7e6b7aa,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,3,5,3,3,4,4,4,4,4,5,2,1,2,4,2,4,3,4,3,3,4,5,4
2360852fcfec3ce90c573151f24adfd1,4,4,4,4,5,4,4,4,5,4,5,5,3,4,4,4,4,3,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,5,5,4,3,4,4,4
3e018e2078fe88dfd6c8c52bf425cfc3,5,5,5,5,4,4,4,4,5,3,5,5,3,4,3,4,4,3,3,3,4,4,4,4,3,4,3,4,4,5,3,5,3,3,4,4,4,2,1,3,4,3,4,4,5,4,5,4,3,4
aaf5852b0146d3dcfb03c52ec0ef48e4,4,5,4,4,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,3,3,5,5,5,4,3,5,2,5,5,5,2,1,1,5,1,5,4,5,5,5,5,5,5
6c7ea17b19edee01e39075dfbd783085,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,3,4,5,4,4,3,4,3,5,2,3,2,3,4,3,4,5,3,4,5,3,4,3,2,3,5,3,3,3,4,2,4,5,5,5
94a2b55405ffb84d8d1d0cb8c54c1e5b,4,3,3,4,4,5,4,2,4,4,4,4,4,4,3,3,4,4,4,2,3,4,3,4,3,4,2,4,4,4,4,4,4,2,3,4,4,3,3,2,5,3,5,3,4,4,5,4,4,4
01291c313aef72b9786046bd7ce4cfca,5,5,5,5,4,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,3,2,1,4,2,4,4,5,5,2,4,5,5
41364796890f9cffd068307dbdff9559,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,5,2,3,4,4,2,2,2,3,2,3,3,4,4,4,4,4,4
2984b3dc3fbbdcd35ebe764dc30ca331,4,4,5,4,4,3,4,4,5,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,4,5,4,4,4,5,2,3,3,5,2,1,2,3,2,4,3,3,3,4,3,4,4
6673ff23881e8c0ef5aae29ed547d83d,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,3,5,5,4,4,5,4,3,5,4,4,4,4,5,2,4,5,5,2,2,2,5,2,5,4,4,4,4,5,4,4
2ce542d10444443251e44a3a6dec6eb4,5,5,5,5,4,3,3,4,4,4,5,4,4,5,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,5,5,3,5,3,5,4,3,2,4,2,4,5,5,5,3,5,5,5
07376c0e999c285d498c430418059de0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,3,3,4,4,4,4,4,4,4,4
33387545d6a3c0ee607abff19b75abc7,4,4,4,2,5,5,5,1,4,5,1,5,5,3,4,4,5,5,5,3,5,3,4,4,4,2,3,5,5,3,3,3,4,5,2,5,4,4,3,3,4,2,3,4,4,3,5,3,5,5
0ddd40d6312d4bdc3589bea15c47afa9,5,4,5,4,4,4,4,4,5,4,5,5,3,5,3,4,4,5,4,5,3,4,5,5,4,5,2,4,5,5,4,5,5,2,3,5,5,4,1,2,5,2,4,4,5,5,4,5,5,5
26a7d7505f05ed71817e2afec0b8d957,2,2,4,3,3,4,4,3,4,4,3,4,2,3,3,3,4,4,4,3,4,4,4,2,4,4,2,4,4,3,3,3,3,3,4,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3
d391820addb3fcad29eaccb3774f81b9,4,3,4,3,5,4,4,2,4,4,3,4,4,3,5,5,4,5,5,4,4,3,4,3,4,2,2,4,4,4,4,4,4,2,4,4,3,3,3,2,2,2,2,4,4,5,3,4,4,5
c0296da2531bd101d1c7a597bfbe3055,4,4,4,4,3,3,5,5,3,4,3,4,4,4,2,4,4,5,5,4,4,3,5,5,4,1,2,4,3,5,2,5,3,2,5,2,4,2,1,2,2,4,3,4,3,2,5,2,4,3
12b9eba1adfb80bb4900d0f664d64729,4,4,4,4,4,3,4,3,4,3,5,4,3,5,3,3,4,4,3,3,4,5,4,4,4,4,3,3,5,4,4,4,4,3,2,4,4,2,2,2,4,2,4,2,2,2,4,5,5,4
c1c28a94ac4fa24b91c537a648a89d51,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,2,2,4,2,4,3,4,2,3,2,2,4,4,3,4,4,2,3,2,2,2,3,2,2,3,4,4,3
4ddf5f5db7e19cc17b603ce8e8ff351f,4,3,4,3,3,5,5,3,3,5,4,4,3,4,4,4,4,4,4,3,3,3,4,2,3,3,3,3,3,2,3,4,3,3,2,5,5,3,3,2,4,3,3,4,4,4,4,4,5,5
71b53ea50ec02d28fc08843ead3717a0,4,4,4,2,3,4,5,1,4,5,2,3,3,2,4,4,4,4,4,2,3,5,4,4,5,4,2,4,4,4,3,4,4,4,4,4,5,2,3,2,4,2,4,3,3,4,4,3,4,4
633b46db3cea2ec83b4b196dcf9f7e76,3,3,3,4,3,3,4,4,4,3,5,4,3,4,3,4,3,4,3,3,4,4,4,4,3,3,2,3,4,3,3,4,4,2,3,4,4,2,2,2,4,2,4,2,4,4,4,4,4,4
bed61885e3d7ca38dec377de7cae5683,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,1,1,1,5,1,5,4,4,4,3,5,5,5
14b40d138fb0d1e6d76b43d55611401a,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,3,2,3,5,2,5,5,5,5,5,5,5,5
c73d2b1832ee16136b6f3cfe2a596416,4,4,4,4,5,5,5,3,4,5,4,5,5,4,4,5,4,5,5,2,4,4,4,3,5,5,2,3,4,4,4,4,4,3,2,5,4,3,2,2,3,3,3,4,4,4,5,4,4,4
6eaf54527df79db49356a26daba98656,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,2,3,3,4,2,4,3,4,4,4,3,4,4
2c7048946097aef5bc1b96cc53585489,3,4,4,4,5,5,5,4,4,5,4,4,5,4,5,4,4,3,4,2,5,4,4,4,4,4,4,4,4,4,4,5,4,2,2,4,4,1,2,2,5,3,4,5,5,5,5,5,5,4
19ecb8185a0cef5d3d87a5d5d89fb1d1,5,4,5,5,5,4,5,4,5,4,4,5,3,5,3,5,5,5,4,3,3,4,3,4,3,5,3,4,5,3,4,4,5,2,4,4,4,2,3,2,3,2,3,5,3,3,2,4,4,5
89eba477e70f516a1c5ff979282d75ca,4,2,4,3,5,5,5,2,3,5,2,3,2,2,4,4,5,5,5,5,4,3,5,4,5,2,3,5,5,4,4,4,4,5,5,3,3,4,3,3,3,4,2,5,3,4,5,5,5,5
ff352cc412dda02baf83e6c095f81622,4,4,4,3,5,4,5,3,5,5,3,4,3,4,5,4,4,4,4,4,3,4,3,4,3,4,3,2,5,4,5,5,3,2,4,4,5,4,4,3,3,4,3,4,4,4,4,4,5,5
99f3080b05fd0a103b83e9c6bf3ee9a9,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,4,2,4,3,4,3,4,4,2,4,4,4,2,2,2,3,3,3,3,4,4,4,4,4,4
9a7d4b73c5a043b771670c91eb095947,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,3,3,4,4,3,4,3,3,2,3,3,4,2,3,3,4,3,4,3,5,4
59c47412160b9f60a91c8ab957834434,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,5,5,5,5,1,4,4,4,5,4,4,2,4,4,5,4,5,5,2,4,4,5,1,1,1,5,1,5,3,3,3,4,4,4,3
a1b7e8f509e4764f2240c56cf5855e68,4,4,4,3,4,5,5,3,3,4,3,3,4,4,5,5,4,3,3,3,3,3,4,4,4,3,1,4,5,3,4,4,4,2,3,4,3,3,2,3,4,2,4,4,4,4,5,3,4,5
681a2ee5f3fe039c1d403fccb58a3a67,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,3,3,3,4,3,2,2,4,2,4,1,2,3,5,5,5,4
be5a4adf3d6c9c52ecbdb00f9ee10ba6,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,4,4,4,2,4,2,4,2,3,3,4,3,4,4
ed24364797978f661338b50865cd1236,4,3,4,3,4,5,5,3,3,5,3,3,3,3,3,4,4,4,4,4,3,4,5,3,3,4,2,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,5,5,5,1,4,5,5
019acd030e0cdf674dda03e2a8ca4369,4,3,4,4,3,4,4,4,4,4,4,5,3,5,5,5,4,5,3,1,3,3,4,4,4,4,3,3,4,2,3,5,3,3,4,4,2,4,4,2,4,1,4,1,3,2,3,4,4,2
e99f8c3c1e3d1562260fed6e67382a1c,4,4,3,4,5,5,4,5,5,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,4,4,3,4,5,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
f2fcad797511767c3f070cf9ea15d5b2,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,4,3,4,4,3,4,3,4,3,3,4,4,3,3,3,4,2,3,2,4,3,3,4,4,4
fa9ffcb00896f30e241fa786b45e44d0,4,4,5,5,5,5,5,3,5,5,4,5,4,4,3,4,4,4,5,3,4,4,5,3,3,5,4,3,5,4,3,4,5,5,2,5,5,4,3,5,5,4,5,3,4,3,1,5,5,5
a3e14e65e476c7909c598caca78d5347,5,4,5,4,4,5,4,5,5,5,5,5,4,5,5,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,4,5,3,5,4,4,4,4,2,4,4,4
3ead9c8ef29b27dae0a4e1ba00b0ef75,3,4,4,3,4,3,4,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,4,3,3,4,3,4,3,3,3,1,4,4,3
5b373a0324f7b1b8fa64327bb1387573,4,4,4,4,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,3,4,4,1,5,5,5
d3ddbd705eb17e736f31fd7734a39b48,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
35b551a830ef9b78aed0c2d2cefdc9bd,1,1,1,1,3,3,4,5,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,5,3,3,4,4,3,4,3,4,3,2,3,4,3
54498f8e48600f40ca2133145cbfa82d,4,3,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,5,4,4,3,4,4,3,4,4,5,4,3,3,4,3,4,3,2,4,3,2,4,4,3
ca769fcb3f87299a802d03fb466b233a,4,5,5,5,3,5,5,5,5,4,5,5,5,5,4,4,5,4,5,4,3,5,5,4,3,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5
6814d1bbfe1f642d7754db4310897771,4,3,4,3,5,4,5,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,4,5,4,4,3,3,2,4,4,4
b03a9e1898d31cbd6f301cd0e3e0ab1b,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,4,3,3,1,4,3,4,4,4,4,4,2,3,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,2,3,4,4
468ef38d4daef73281670aa0a8110a1a,4,3,4,4,4,4,5,5,4,5,5,5,4,5,4,5,5,4,4,3,4,4,2,2,4,2,4,1,5,5,3,3,2,1,5,4,5,4,5,1,5,2,5,3,4,3,2,3,3,4
7f5c6e4843f6c11716379c474d5f4459,2,4,3,3,5,3,3,2,3,2,3,5,2,4,2,3,2,4,4,3,2,3,3,2,1,3,3,2,3,2,2,2,3,2,2,4,5,3,3,4,4,3,3,2,3,1,2,2,5,5
1630c55eec4343fb75fc221bf1f4b242,5,5,5,5,3,4,4,5,5,4,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,4,4,5,5,4,1,1,1,3,4,4,3
93b07b2e74219fd9d4a8258387777331,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
39f9ba1fb9fbfa06a705de5ad8640b26,5,5,4,4,3,4,3,4,4,5,3,3,3,3,3,5,3,4,4,4,2,3,4,5,5,4,4,4,4,4,4,4,3,2,5,5,3,4,3,3,4,3,4,3,4,4,2,2,3,3
b2649fdf2e1a530529735f6a297d2323,4,5,4,5,3,4,4,4,5,3,5,5,2,4,3,4,3,4,4,4,3,4,4,4,3,4,4,2,4,3,4,5,4,4,4,4,5,4,5,4,4,4,4,2,2,2,2,4,5,3
d2cbecf98ecf5cedc5bc4a7424a9b45b,5,5,5,5,4,4,5,4,5,4,5,5,3,4,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,5,4,4,4,4,3,5,5,5,5,5,5,4,5,5,4,3,1,3,4,5
765543b90efd4516e0663a73000b49ca,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,2,3,4,4,4,2,4,4,4
f042e7c1b1fb21318ea0608eb40f0120,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,2,3,4,4
c9febcf368ffb0af2ec61cde63302683,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4
97ed18e97fd48d01a8dffa5325223e59,3,3,3,3,3,3,4,2,4,3,2,3,2,3,3,4,4,4,4,1,4,3,3,3,4,4,3,2,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,2,4,4,4
fc588386f701ddf824f264d6d2b329f3,4,4,5,5,3,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,2,4,3,4,4,2,4,5,5,4,3,5,4,4,5,5,5,3,4,4,4,4,5,4,4,3,2,3,4,4
3b0eb61092b3584e95a46d808df0f37a,4,3,4,4,3,4,3,4,4,4,4,4,3,5,4,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,5,4,4,4,5,5
2b9c05028e9f87bb21b1305bf3208d7a,3,5,2,2,3,2,3,3,4,4,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,5,3,2,4,4,4
f8b14f2f4a8cf03bfa6f6015edf67fa4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,3,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,5,1,4,1,5,1,5,3,4,4,3,4,4,4
34a57f4705fa2af6bfc354453ff4f432,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,5,3,3,3,3,4,4,3
5d516333cdc7ae4c351ffc05ed50c416,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,1,4,4,4,2,4,4,4,2,2,2,4,2,4,4,4,4,2,4,4,4
fa5b3a5211c7df0685492e45302a8815,4,3,3,3,3,4,5,3,3,4,3,4,4,3,3,3,4,4,4,2,3,5,3,3,3,3,5,3,5,4,3,4,3,2,4,4,4,3,3,3,3,4,3,4,3,3,1,3,3,2
bcfbd3f8f69a013ed4fb0784088de7ff,4,5,4,4,4,4,4,5,4,4,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4
ffc7749aa8337fadddcbd42d9cf6e5ec,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,2,3,4,5,1,4,4,5,5,5,4,5,5,1,5,5,5
db7e782a9fff3e31b62da6070ef84291,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,5,5,5,5,5,5,3,5,4,5,4,4,3,4,3,5,3,4,4,2,4,4,4
